Journal,分区,Top,Open Access
Southern African Journal of Anaesthesia and Analgesia,4,否,否
Southern African Journal of Critical Care,4,否,是
Southern African Journal of Gynaecological Oncology,4,否,是
SOUTHERN AFRICAN JOURNAL OF HIV MEDICINE,4,否,是
Southern African Journal of Infectious Diseases,4,否,是
Southern African Linguistics and Applied Language Studies,3,否,否
SOUTHERN CALIFORNIA LAW REVIEW,4,否,否
Southern Communication Journal,4,否,否
SOUTHERN CULTURES,4,否,否
SOUTHERN ECONOMIC JOURNAL,3,否,否
Southern Forests-A Journal of Forest Science,4,否,否
SOUTHERN HUMANITIES REVIEW,4,否,否
SOUTHERN JOURNAL OF PHILOSOPHY,2,是,否
SOUTHERN MEDICAL JOURNAL,4,否,否
SOUTHWESTERN ENTOMOLOGIST,4,否,否
SOUTHWESTERN HISTORICAL QUARTERLY,4,否,否
SOUTHWESTERN NATURALIST,4,否,否
Soviet and Post Soviet Review,4,否,否
Sovremennye Tehnologii v Medicine,4,否,否
SOZIALE WELT-ZEITSCHRIFT FUR SOZIALWISSENSCHAFTLICHE FORSCHUNG UND PRAXIS,4,否,否
Space and Culture,4,否,否
SPACE AND POLITY,3,否,否
SPACE POLICY,2,否,否
Space Science and Technology-Kosmicna Nauka i Tehnologia,4,否,否
SPACE SCIENCE REVIEWS,2,否,否
SPACE WEATHER-THE INTERNATIONAL JOURNAL OF RESEARCH AND APPLICATIONS,2,是,是
Space,4,否,否
Space: Science & Technology,1,是,是
Spal,4,否,否
Spanish in Context,4,否,否
SPANISH JOURNAL OF AGRICULTURAL RESEARCH,4,否,是
Spanish Journal of Finance and Accounting-Revista Espanola de Financiacion y Contabilidad,4,否,否
Spanish Journal of Psychiatry and Mental Health,3,否,否
Spanish Journal of Psychology,4,否,否
Spanish Journal of Soil Science,4,否,是
Spatial and Spatio-Temporal Epidemiology,4,否,否
Spatial Cognition and Computation,3,否,否
Spatial Demography,4,否,否
Spatial Economic Analysis,3,否,否
Spatial Information Research,4,否,否
Spatial Statistics,2,否,否
SPE DRILLING & COMPLETION,4,否,否
SPE JOURNAL,3,否,否
SPE Production & Operations,4,否,否
SPE RESERVOIR EVALUATION & ENGINEERING,4,否,否
Special Care in Dentistry,4,否,否
Special Matrices,4,否,是
Special Topics & Reviews in Porous Media-An International Journal,4,否,否
SPECTROCHIMICA ACTA PART A-MOLECULAR AND BIOMOLECULAR SPECTROSCOPY,2,否,否
SPECTROCHIMICA ACTA PART B-ATOMIC SPECTROSCOPY,2,否,否
SPECTROSCOPY AND SPECTRAL ANALYSIS,3,否,否
SPECTROSCOPY LETTERS,4,否,否
SPECTROSCOPY,4,否,否
Spectrum,4,否,否
SPECULUM-A JOURNAL OF MEDIEVAL STUDIES,1,是,否
SPEECH COMMUNICATION,3,否,否
Speech Language and Hearing,4,否,否
Spektrum der Augenheilkunde,4,否,否
SPIEGEL DER LETTEREN,4,否,否
SPIN,4,否,否
Spinal Cord Series and Cases,4,否,否
SPINAL CORD,4,否,否
Spine Deformity,4,否,否
Spine Journal,1,是,否
Spine Surgery and Related Research,4,否,是
SPINE,2,否,否
Spirituality in Clinical Practice,4,否,否
Spirituality Studies,3,否,是
Spiritus-A Journal of Christian Spirituality,4,否,否
Spisanie Na B Lgarskoto Geologichesko Druzhestov-Review of the Bulgarian Geological Society,4,否,否
SPIXIANA,4,否,否
Spontaneous Generations-Journal for the History and Philosophy of Science,4,否,否
Sport Business and Management-An International Journal,3,否,否
SPORT EDUCATION AND SOCIETY,2,否,否
Sport Ethics and Philosophy,3,否,否
Sport Exercise and Performance Psychology,2,否,否
Sport History Review,4,否,否
Sport in History,4,否,否
Sport in Society,4,否,否
Sport Management Education Journal,4,否,否
Sport Management Review,2,否,否
Sport Marketing Quarterly,4,否,否
SPORT PSYCHOLOGIST,4,否,否
Sport Sciences for Health,4,否,否
Sport TK-Revista Euroamericana de Ciencias del Deporte,4,否,是
Sportis-Scientific Technical Journal of School Sport Physical Education and Psychomotricity,4,否,是
Sports Biomechanics,3,否,否
Sports Coaching Review,2,否,否
Sports Engineering,4,否,否
Sports Health-A Multidisciplinary Approach,3,否,否
SPORTS MEDICINE AND ARTHROSCOPY REVIEW,4,否,否
Sports Medicine and Health Science,3,否,是
Sports Medicine-Open,2,否,是
SPORTS MEDICINE,1,是,否
Sports,3,否,是
SPORTVERLETZUNG-SPORTSCHADEN,4,否,否
Sprache & Sprachen,4,否,否
SPRACHE-STIMME-GEHOR,4,否,否
SPRACHWISSENSCHAFT,4,否,否
SPUR-Scholarship and Practice of Undergraduate Research,4,否,否
Sravnitelnaya Politika-Comparative Politics,4,否,是
Sri Lanka Journal of Social Sciences,4,否,否
Sri Lankan Journal of Anaesthesiology,4,否,是
Srpski Arhiv za Celokupno Lekarstvo,4,否,是
SSM-Mental Health,3,否,是
SSM-Population Health,2,否,是
SSM-Qualitative Research in Health,3,否,是
St Petersburg Mathematical Journal,4,否,否
St Petersburg Polytechnic University Journal-Physics and Mathematics,4,否,是
St Theresa Journal of Humanities and Social Sciences,4,否,否
Stability-International Journal of Security and Development,4,否,是
Stahlbau,4,否,否
STAND,4,否,否
STANFORD LAW REVIEW,1,是,否
Stanislavski Studies,3,否,否
STAPS-Sciences et Techniques des Activites Physiques et Sportives,4,否,否
STAR Protocols,4,否,是
STARCH-STARKE,4,否,否
Stat,4,否,否
Stata Journal,3,否,否
State Crime,3,否,是
State Politics & Policy Quarterly,3,否,否
STATISTICA NEERLANDICA,4,否,否
STATISTICA SINICA,3,否,否
Statistica,4,否,是
Statistical Analysis and Data Mining,4,否,否
Statistical Applications in Genetics and Molecular Biology,4,否,否
Statistical Inference for Stochastic Processes,4,否,否
Statistical Methods and Applications,4,否,否
STATISTICAL METHODS IN MEDICAL RESEARCH,3,否,否
STATISTICAL MODELLING,4,否,否
STATISTICAL PAPERS,3,否,否
STATISTICAL SCIENCE,1,是,否
Statistical Theory and Related Fields,4,否,是
STATISTICS & PROBABILITY LETTERS,4,否,否
Statistics & Risk Modeling,4,否,否
Statistics and Applications,4,否,否
STATISTICS AND COMPUTING,2,否,否
Statistics and Its Interface,4,否,否
Statistics and Public Policy,4,否,是
Statistics in Biopharmaceutical Research,4,否,否
Statistics in Biosciences,4,否,否
STATISTICS IN MEDICINE,3,否,否
Statistics Surveys,2,否,否
STATISTICS,4,否,否
Statistika-Statistics and Economy Journal,4,否,是
Stats,4,否,是
Statute Law Review,4,否,否
STEEL AND COMPOSITE STRUCTURES,3,否,否
Steel Construction-Design and Research,4,否,否
STEEL RESEARCH INTERNATIONAL,3,否,否
Steinbeck Review,4,否,否
Stellenbosch Papers in Linguistics Plus-SPiL Plus,3,否,是
Stellenbosch Theological Journal,4,否,是
Stem Cell Reports,1,是,是
Stem Cell Research & Therapy,2,是,是
Stem Cell Research,4,否,是
Stem Cell Reviews and Reports,3,否,否
Stem Cells and Cloning-Advances and Applications,4,否,是
STEM CELLS AND DEVELOPMENT,4,否,否
Stem Cells International,4,否,是
Stem Cells Translational Medicine,2,否,是
STEM CELLS,3,否,否
STEREOTACTIC AND FUNCTIONAL NEUROSURGERY,4,否,否
STEROIDS,4,否,否
Stigma and Health,3,否,否
Stilistica e Metrica Italiana,3,否,否
Stoa,4,否,是
STOCHASTIC ANALYSIS AND APPLICATIONS,4,否,否
STOCHASTIC ENVIRONMENTAL RESEARCH AND RISK ASSESSMENT,3,否,否
STOCHASTIC MODELS,4,否,否
STOCHASTIC PROCESSES AND THEIR APPLICATIONS,3,否,否
Stochastics and Dynamics,4,否,否
Stochastics and Partial Differential Equations-Analysis and Computations,2,否,否
Stochastics-An International Journal of Probability and Stochastic Processes,4,否,否
Storia del Pensiero Politico,4,否,否
STORIA DELL ARTE,3,否,否
Storia delle Donne,4,否,是
Storica,4,否,否
Storinky Istoriyi-History Pages,4,否,是
Strabismus,4,否,否
STRAHLENTHERAPIE UND ONKOLOGIE,3,否,否
STRAIN,4,否,否
Strategic Analysis,4,否,否
Strategic Change-Briefings in Entrepreneurial Finance,4,否,否
Strategic Entrepreneurship Journal,2,否,否
STRATEGIC MANAGEMENT JOURNAL,1,是,否
Strategic Management,4,否,是
Strategic Organization,3,否,否
Strategic Review for Southern Africa,4,否,否
Strategies for Policy in Science and Education-Strategii na Obrazovatelnata i Nauchnata Politika,4,否,否
Strategies in Trauma and Limb Reconstruction,4,否,是
Strategy Science,4,否,否
STRATIGRAPHY AND GEOLOGICAL CORRELATION,4,否,否
Stratigraphy,4,否,否
Stratum Plus,4,否,否
Strenae-Recherches sur les Livres et les Objets Culturels de L Enfance,4,否,是
STRENGTH AND CONDITIONING JOURNAL,4,否,否
Strength Fracture and Complexity,4,否,否
STRENGTH OF MATERIALS,4,否,否
STRESS AND HEALTH,2,否,否
STRESS-THE INTERNATIONAL JOURNAL ON THE BIOLOGY OF STRESS,4,否,是
STROJNISKI VESTNIK-JOURNAL OF MECHANICAL ENGINEERING,4,否,否
Stroke and Vascular Neurology,2,否,是
Stroke Research and Treatment,4,否,是
Stroke-Vascular and Interventional Neurology,4,否,是
STROKE,1,是,否
STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,3,否,否
Structural Change and Economic Dynamics,2,否,否
STRUCTURAL CHEMISTRY,4,否,否
Structural Concrete,3,否,否
Structural Control & Health Monitoring,2,否,是
STRUCTURAL DESIGN OF TALL AND SPECIAL BUILDINGS,4,否,否
Structural Dynamics-US,3,否,是
STRUCTURAL ENGINEERING AND MECHANICS,4,否,否
Structural Engineering International,4,否,否
STRUCTURAL EQUATION MODELING-A MULTIDISCIPLINARY JOURNAL,3,否,否
STRUCTURAL HEALTH MONITORING-AN INTERNATIONAL JOURNAL,2,否,否
Structural Heart-The Journal of the Heart Team,4,否,是
Structural Integrity and Life-Integritet I Vek Konstrukcija,4,否,是
"Structural Monitoring and Maintenance, An International Journal",4,否,否
STRUCTURAL SAFETY,2,否,否
Structure and Infrastructure Engineering,3,否,否
STRUCTURE,2,是,否
Structures,2,否,否
STRUMENTI CRITICI,3,否,否
Student Success,4,否,是
STUDI E PROBLEMI DI CRITICA TESTUALE,4,否,否
Studi e Saggi Linguistici,4,否,否
STUDI FRANCESI,4,否,否
Studi irlandesi-A Journal of Irish Studies,4,否,是
Studi Kantiani,4,否,否
STUDI MEDIEVALI,4,否,否
Studi Musicali-Nuova Serie,3,否,否
Studi Pasoliniani-Rivista Internazionale,3,否,否
STUDI PIEMONTESI,4,否,否
STUDI SECENTESCHI,4,否,否
Studi Slavistici,4,否,是
STUDI STORICI,4,否,否
Studia Aurea-Revista de Literatura Espanola y Teoria Literaria del Renacimiento y Siglo de Oro,3,否,是
Studia Austriaca,4,否,是
Studia Canonica,4,否,否
Studia Ceranea,4,否,是
Studia et Documenta,3,否,是
Studia Ethnologica Croatica,4,否,是
Studia Europejskie-Studies in European Affairs,4,否,是
STUDIA GEOPHYSICA ET GEODAETICA,4,否,否
Studia Geotechnica et Mechanica,4,否,是
Studia Historiae Oeconomicae,4,否,是
Studia Historica-Historia Antigua,4,否,是
Studia Historica-Historia Medieval,4,否,是
Studia Historica-Historia Moderna,4,否,是
Studia Islamika,4,否,否
STUDIA LEIBNITIANA,4,否,否
STUDIA LINGUISTICA,3,否,否
Studia Litterarum,3,否,是
Studia Logica,3,否,否
STUDIA MATHEMATICA,4,否,否
Studia Metrica et Poetica,2,否,是
STUDIA MONASTICA,4,否,否
Studia Musicologica,3,否,否
Studia Neoaristotelica-A Journal of Analytical Scholasticism,4,否,否
STUDIA NEOPHILOLOGICA,4,否,否
Studia Phaenomenologica,3,否,否
Studia Philosophica Kantiana,4,否,否
Studia Prawnicze KUL,4,否,是
STUDIA PSYCHOLOGICA,4,否,是
Studia Quaternaria,4,否,否
STUDIA ROSENTHALIANA,4,否,否
STUDIA SCIENTIARUM MATHEMATICARUM HUNGARICA,4,否,否
Studia Semiotyczne,4,否,是
Studia Slavica et Balcanica Petropolitana,4,否,是
Studia Theodisca,4,否,是
Studia Theologica-Czech Republic,4,否,是
Studia Theologica-Nordic Journal of Theology,4,否,否
Studia Universitatis Babes-Bolyai Chemia,4,否,否
Studia Universitatis Babes-Bolyai Mathematica,4,否,否
Studia Universitatis Babes-Bolyai Musica,4,否,是
Studia Universitatis Babes-Bolyai Philologia,4,否,是
Studia Universitatis Babes-Bolyai Philosophia,4,否,否
Studia Universitatis Vasile Goldis Arad Seria Stiinte Economice,4,否,是
Studia Warminskie,4,否,是
Studia z Filologii Polskiej i Slowianskiej,4,否,是
Studien zur Deutschen Sprache und Literatur-Alman Dili ve Edebiyati Dergisi,4,否,是
Studies in Agricultural Economics,4,否,是
STUDIES IN AMERICAN FICTION,3,否,否
Studies in American Humor,3,否,否
Studies in American Indian Literatures,4,否,否
Studies in American Jewish Literature,4,否,否
STUDIES IN AMERICAN POLITICAL DEVELOPMENT,4,否,否
STUDIES IN APPLIED MATHEMATICS,2,否,否
Studies in Art Education,4,否,否
Studies in Australasian Cinema,1,是,否
Studies in Business and Economics,4,否,是
STUDIES IN CANADIAN LITERATURE-ETUDES EN LITTERATURE CANADIENNE,4,否,否
Studies in Chinese Religions,3,否,否
Studies in Christian Ethics,3,否,否
Studies in Comics,4,否,否
STUDIES IN COMPARATIVE INTERNATIONAL DEVELOPMENT,3,否,否
Studies in Conflict & Terrorism,3,否,否
STUDIES IN CONSERVATION,3,否,否
Studies in Continuing Education,3,否,否
Studies in Documentary Film,1,是,否
STUDIES IN EAST EUROPEAN THOUGHT,3,否,否
Studies in Eastern European Cinema,3,否,否
Studies in Economics and Finance,4,否,否
Studies in Educational Evaluation,2,否,否
STUDIES IN ENGLISH LITERATURE 1500-1900,4,否,否
Studies in Ethnicity and Nationalism,4,否,否
Studies in European Cinema,3,否,否
STUDIES IN FAMILY PLANNING,2,否,否
Studies in Graduate and Postdoctoral Education,3,否,否
STUDIES IN HIGHER EDUCATION,2,是,否
STUDIES IN HISTORY AND PHILOSOPHY OF SCIENCE,2,是,否
Studies in History and Theory of Architecture-Studii de Istoria si Teoria Arhitecturii,4,否,是
Studies in History,3,否,否
Studies in Indian Politics,4,否,否
Studies in Informatics and Control,4,否,否
Studies in Language Assessment,4,否,否
STUDIES IN LANGUAGE,3,否,否
STUDIES IN LATIN AMERICAN POPULAR CULTURE,3,否,否
Studies in Musical Theatre,3,否,否
STUDIES IN MYCOLOGY,1,是,是
STUDIES IN NONLINEAR DYNAMICS AND ECONOMETRICS,4,否,否
Studies in Peoples History,4,否,否
STUDIES IN PHILOLOGY,2,否,否
STUDIES IN PHILOSOPHY AND EDUCATION,4,否,否
Studies in Psychology-Psikoloji Calismalari Dergisi,4,否,是
Studies in Psychology,4,否,否
STUDIES IN RELIGION-SCIENCES RELIGIEUSES,4,否,否
STUDIES IN ROMANTICISM,2,否,否
Studies in Russian and Soviet Cinema,2,否,否
Studies in Science Education,1,是,否
STUDIES IN SECOND LANGUAGE ACQUISITION,1,是,否
Studies in Second Language Learning and Teaching,1,是,是
Studies in Self-Access Learning Journal,4,否,是
Studies in Social Justice,3,否,是
Studies in Spanish & Latin American Cinemas,3,否,否
Studies in the Education of Adults-NIACE,4,否,否
STUDIES IN THE HISTORY OF GARDENS & DESIGNED LANDSCAPES,3,否,否
STUDIES IN THE NOVEL,2,否,否
Studies in Theatre and Performance,3,否,否
Studies in World Christianity,3,否,否
STUDIES ON NEOTROPICAL FAUNA AND ENVIRONMENT,4,否,否
Studii de Lingvistica,4,否,是
Studijne Zvesti Archeologickeho Ustavu Slovenskej Akademie Vied,4,否,否
Studying Teacher Education,4,否,否
STUF-Language Typology and Universals,2,否,否
STYLE,2,否,否
SU URUNLERI DERGISI,4,否,是
SUB-STANCE,4,否,否
Subjectivity,3,否,否
Substance Abuse and Rehabilitation,3,否,是
Substance Abuse Treatment Prevention and Policy,3,否,是
Substance Abuse-Research and Treatment,4,否,是
Substance Abuse,3,否,否
SUBSTANCE USE & MISUSE,4,否,否
Subterranean Biology,3,否,是
Sucht-Zeitschrift fur Wissenschaft und Praxis,4,否,否
Suchttherapie,4,否,否
Sudan Journal of Medical Sciences,4,否,是
Sugar Industry-Zuckerindustrie,4,否,否
Sugar Tech,4,否,否
SUICIDE AND LIFE-THREATENING BEHAVIOR,2,否,否
Suicidology,4,否,否
Suma de Negocios,4,否,是
Sumarski List,4,否,否
Sun Yat-sen Journal of Humanities,4,否,否
Sungkyun Journal of East Asian Studies,3,否,是
Superconductivity,1,是,是
SUPERCONDUCTOR SCIENCE & TECHNOLOGY,1,是,否
Supply Chain Forum,4,否,否
SUPPLY CHAIN MANAGEMENT-AN INTERNATIONAL JOURNAL,2,否,否
Support for Learning,4,否,否
SUPPORTIVE CARE IN CANCER,3,否,否
SUPRAMOLECULAR CHEMISTRY,4,否,否
Supreme Court Review,3,否,否
Suranaree Journal of Science and Technology,4,否,否
SURFACE & COATINGS TECHNOLOGY,2,否,否
SURFACE AND INTERFACE ANALYSIS,3,否,否
SURFACE COATINGS INTERNATIONAL,4,否,否
SURFACE ENGINEERING AND APPLIED ELECTROCHEMISTRY,4,否,否
SURFACE ENGINEERING,4,否,否
Surface Innovations,4,否,否
SURFACE REVIEW AND LETTERS,4,否,否
SURFACE SCIENCE REPORTS,1,是,否
Surface Science Spectra,4,否,否
SURFACE SCIENCE,3,否,否
Surface Topography-Metrology and Properties,4,否,否
Surfaces and Interfaces,3,否,否
Surfaces,4,否,是
SURGEON-JOURNAL OF THE ROYAL COLLEGES OF SURGEONS OF EDINBURGH AND IRELAND,3,否,否
Surgery for Obesity and Related Diseases,2,否,否
Surgery in Practice and Science,4,否,是
Surgery Journal,4,否,是
Surgery Open Science,4,否,是
SURGERY TODAY,4,否,否
SURGERY,2,否,否
SURGICAL AND RADIOLOGIC ANATOMY,4,否,否
Surgical Case Reports,4,否,是
SURGICAL CLINICS OF NORTH AMERICA,3,否,否
SURGICAL ENDOSCOPY AND OTHER INTERVENTIONAL TECHNIQUES,2,否,否
Surgical Infections,4,否,否
Surgical Innovation,4,否,否
SURGICAL LAPAROSCOPY ENDOSCOPY & PERCUTANEOUS TECHNIQUES,4,否,否
Surgical Oncology Clinics of North America,3,否,否
SURGICAL ONCOLOGY-OXFORD,3,否,否
Surgical Practice,4,否,否
Surgical Techniques Development,4,否,是
Surgical Technology International-International Developments in Surgery and Surgical Research,4,否,否
Surveillance & Society,4,否,是
Survey Methodology,4,否,否
SURVEY OF OPHTHALMOLOGY,2,否,否
Survey Research Methods,4,否,是
SURVEY REVIEW,4,否,否
SURVEYS IN GEOPHYSICS,2,否,否
SURVIVAL,3,否,否
SusMat,2,否,是
Sustainability Accounting Management and Policy Journal,3,否,否
Sustainability Science,2,否,否
Sustainability-Science Practice and Policy,2,否,是
Sustainability,3,否,是
Sustainable and Resilient Infrastructure,3,否,否
Sustainable Chemistry and Pharmacy,2,是,否
Sustainable Cities and Society,1,是,否
Sustainable Computing-Informatics & Systems,3,否,否
SUSTAINABLE DEVELOPMENT,2,否,否
Sustainable Energy & Fuels,4,否,否
Sustainable Energy Grids & Networks,2,否,否
Sustainable Energy Technologies and Assessments,2,否,否
Sustainable Environment Research,3,否,是
Sustainable Environment,4,否,否
Sustainable Futures,3,否,是
Sustainable Materials and Technologies,2,否,否
Sustainable Production and Consumption,1,是,否
Sustainable Water Resources Management,4,否,否
Suvremena Lingvistika,4,否,是
SVMMA-Revista de Cultures Medievals,4,否,是
Swarm and Evolutionary Computation,2,否,否
Swarm Intelligence,4,否,否
Swiat i Slowo,4,否,否
Swiss Journal of Geosciences,3,否,是
Swiss Journal of Palaeontology,2,否,是
SWISS MEDICAL WEEKLY,4,否,是
Swiss Political Science Review,3,否,否
SYDNEY LAW REVIEW,4,否,否
SYDOWIA,4,否,否
Sylwan,4,否,否
SYMBIOSIS,4,否,否
Symbolae Osloenses,3,否,否
SYMBOLIC INTERACTION,3,否,否
Symmetry Integrability and Geometry-Methods and Applications,3,否,是
Symmetry-Basel,3,否,是
Symmetry-Culture and Science,4,否,否
Symploke,4,否,否
SYMPOSIUM-A QUARTERLY JOURNAL IN MODERN LITERATURES,4,否,否
Symposium-Canadian Journal of Continental Philosophy,4,否,否
SYNAPSE,4,否,否
Synergies Mexique,4,否,是
Synesis,4,否,否
SYNLETT,4,否,否
SynOpen,4,否,是
Syntax-A Journal of Theoretical Experimental and Interdisciplinary Research,1,是,否
SYNTHESE,2,是,否
Synthesis Philosophica,4,否,是
Synthesis-La Plata,4,否,是
SYNTHESIS-STUTTGART,4,否,否
Synthetic and Systems Biotechnology,1,是,是
Synthetic Biology,4,否,是
SYNTHETIC COMMUNICATIONS,4,否,否
SYNTHETIC METALS,3,否,否
SYSTEM DYNAMICS REVIEW,4,否,否
SYSTEM,1,是,否
SYSTEMATIC AND APPLIED ACAROLOGY,3,否,否
SYSTEMATIC AND APPLIED MICROBIOLOGY,2,否,否
Systematic Biology,1,是,否
SYSTEMATIC BOTANY,4,否,否
SYSTEMATIC ENTOMOLOGY,1,是,否
SYSTEMATIC PARASITOLOGY,4,否,否
Systematic Reviews,3,否,是
SYSTEMATICS AND BIODIVERSITY,3,否,否
SYSTEMIC PRACTICE AND ACTION RESEARCH,4,否,否
SYSTEMS & CONTROL LETTERS,3,否,否
Systems Biology in Reproductive Medicine,4,否,否
Systems Engineering,3,否,否
Systems Microbiology and Biomanufacturing,4,否,否
SYSTEMS RESEARCH AND BEHAVIORAL SCIENCE,4,否,否
Systems Science & Control Engineering,4,否,是
Systems,4,否,是
Sztuka i Dokumentacja-Art & Documentation,4,否,是
Taida Journal of Art History,3,否,否
Taiwan Journal of East Asian Studies,4,否,否
Taiwan Journal of Linguistics,3,否,是
Taiwan Journal of Ophthalmology,4,否,是
Taiwan Journal of TESOL,4,否,否
TAIWANESE JOURNAL OF MATHEMATICS,4,否,否
Taiwanese Journal of Obstetrics & Gynecology,4,否,是
TAIWANIA,4,否,是
Talanta Open,3,否,是
TALANTA,2,是,否
Taller de la Historia,4,否,是
Taller de Letras,4,否,否
TalTech Journal of European Studies,4,否,是
Tamkang Journal of Mathematics,4,否,否
Tangence,4,否,否
Tanz,4,否,否
TAPPI JOURNAL,4,否,否
Tapuya-Latin American Science Technology and Society,4,否,是
Target-International Journal of Translation Studies,1,是,否
Targeted Oncology,3,否,否
Tarih Incelemeleri Dergisi,4,否,否
TAXON,2,否,否
TD-The Journal for Transdisciplinary Research in Southern Africa,4,否,是
TDR-The Drama Review-The Journal of Performance Studies,2,否,否
Teacher Development,4,否,否
Teacher Education and Special Education,3,否,否
Teachers and Teaching,3,否,否
TEACHERS COLLEGE RECORD,4,否,否
Teaching & Learning Inquiry-The ISSOTL Journal,4,否,是
TEACHING AND LEARNING IN MEDICINE,3,否,否
Teaching and Learning in Nursing,3,否,否
TEACHING AND TEACHER EDUCATION,1,是,否
Teaching Education,3,否,否
Teaching Exceptional Children,4,否,否
TEACHING IN HIGHER EDUCATION,3,否,否
Teaching Mathematics and Its Applications,4,否,否
Teaching of Mathematics,4,否,是
TEACHING OF PSYCHOLOGY,4,否,否
Teaching Philosophy,4,否,否
Teaching Public Administration,4,否,否
TEACHING SOCIOLOGY,4,否,否
Teaching Statistics,4,否,否
Teaching Theology and Religion,4,否,否
Team Performance Management,4,否,否
Teatro e Storia,4,否,否
Tec Empresarial,4,否,是
Tecciencia,4,否,否
Techne-Journal of Technology for Architecture and Environment,4,否,否
Technical Communication Quarterly,2,否,否
TECHNICAL COMMUNICATION,3,否,否
TECHNICAL PHYSICS LETTERS,4,否,否
TECHNICAL PHYSICS,4,否,否
Technical Services Quarterly,4,否,否
Techniques and Innovations in Gastrointestinal Endoscopy,4,否,否
Techniques in Coloproctology,3,否,否
Techniques in Foot and Ankle Surgery,4,否,否
Techniques in Orthopaedics,4,否,否
Techniques in Vascular and Interventional Radiology,4,否,否
Technoetic Arts,4,否,否
Technological and Economic Development of Economy,3,否,是
TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,1,是,否
Technologies,3,否,是
TECHNOLOGY ANALYSIS & STRATEGIC MANAGEMENT,4,否,否
TECHNOLOGY AND CULTURE,2,否,否
TECHNOLOGY AND DISABILITY,4,否,否
TECHNOLOGY AND HEALTH CARE,4,否,否
Technology and Innovation,4,否,否
TECHNOLOGY IN CANCER RESEARCH & TREATMENT,4,否,是
TECHNOLOGY IN SOCIETY,2,是,否
Technology Innovation Management Review,4,否,是
Technology Knowledge and Learning,3,否,否
Technology Pedagogy and Education,3,否,否
Technology-Architecture + Design,4,否,否
TECHNOMETRICS,2,否,否
TECHNOVATION,1,是,否
TechTrends,4,否,否
Tecnologia en Marcha,4,否,是
Tecnologia y Ciencias del Agua,4,否,是
Tecnoscienza-Italian Journal of Science & Technology Studies,4,否,是
TECTONICS,2,是,否
TECTONOPHYSICS,2,否,否
TEHNICKI GLASNIK-TECHNICAL JOURNAL,4,否,是
Tehnicki Vjesnik-Technical Gazette,4,否,是
Tejuelo-Didactica de la Lengua y la Literatura,4,否,是
Teka Komisji Urbanistyki i Architektury,4,否,否
Teknokultura: Revista de Cultura Digital y Movimientos Sociales,4,否,是
Tekst Kniga Knigoizdanie-Text Book Publishing,4,否,否
Tekstil ve Konfeksiyon,4,否,否
Tekstilec,4,否,是
Teksty Drugie,4,否,否
Tel Aviv-Journal of the Institute of Archaeology of Tel Aviv University,1,是,否
Telecom,4,否,是
TELECOMMUNICATION SYSTEMS,4,否,否
TELECOMMUNICATIONS POLICY,2,否,否
TELEMATICS AND INFORMATICS,2,否,否
Telematique,4,否,否
Telemedicine and e-Health,3,否,否
Telemedicine Reports,4,否,是
Television & New Media,2,否,否
TELLUS SERIES A-DYNAMIC METEOROLOGY AND OCEANOGRAPHY,4,否,是
TELLUS SERIES B-CHEMICAL AND PHYSICAL METEOROLOGY,4,否,是
TELOPEA,4,否,否
TELOS-Revista de Estudios Interdisciplinarios en Ciencias Sociales,4,否,是
Telos,4,否,否
TEM Journal-Technology Education Management Informatics,4,否,是
TeMA-Journal of Land Use Mobility and Environment,4,否,是
Temas Agrarios,4,否,是
Temas Americanistas,4,否,是
Temas de Nuestra America-Revista de Estudios Latinoamericanos,4,否,否
Temas y Debates,4,否,是
TEMENOS,4,否,否
Temida,4,否,是
Tempo e Argumento,4,否,是
Tempo Social,4,否,是
Tempo-Niteroi,4,否,是
TEMPO,3,否,否
TENSIDE SURFACTANTS DETERGENTS,4,否,否
Teoliteraria-Revista Brasileira de Literaturas e Teologias,4,否,是
Teologia y Vida,3,否,是
Teologia,4,否,是
Teorema,4,否,否
Teoria de la Educacion,4,否,是
Teoria e Pratica em Administracao-TPA,4,否,是
Teoria y Realidad Constitucional,4,否,否
Teoria-Rivista di Filosofia,4,否,否
TEORIJA IN PRAKSA,4,否,否
Ter es Tarsadalom,4,否,是
TERAPEVTICHESKII ARKHIV,4,否,是
Terapia Psicologica,4,否,否
Tercio Creciente,4,否,是
Terminology,3,否,否
Terra Economicus,4,否,否
Terra Latinoamericana,4,否,是
TERRA NOVA,3,否,否
Terrae Incognitae-The Journal of the Society for the History of Discoveries,2,否,否
TERRESTRIAL ATMOSPHERIC AND OCEANIC SCIENCES,4,否,是
Territoire en Mouvement,4,否,是
Territorios,4,否,是
Territory Politics Governance,3,否,否
TERRORISM AND POLITICAL VIOLENCE,2,否,否
Tertiary Education and Management,4,否,否
TESL Canada Journal,4,否,否
TESOL Journal,4,否,否
TESOL QUARTERLY,1,是,否
TEST,3,否,否
TETRAHEDRON LETTERS,4,否,否
TETRAHEDRON,3,否,否
TETSU TO HAGANE-JOURNAL OF THE IRON AND STEEL INSTITUTE OF JAPAN,4,否,是
TEXAS HEART INSTITUTE JOURNAL,4,否,否
TEXAS LAW REVIEW,2,否,否
TEXAS STUDIES IN LITERATURE AND LANGUAGE,4,否,否
TEXT & KRITIK,4,否,否
